ID,Month Year,Project Name,Street Name,Planning Area,Type of Sale,Price,$psm,Area,Tenure,Contract Date,Property Type,Type Of Area,Floor Level,Region,Postal Sector,Postal District,,,,,,,,,
44298,2022-04,WEST CONNECT BUILDING,BUROH STREET,Boon Lay,Resale,"$482,000 ","$2,994 ",161,30 yrs from 29/04/2013,4/14/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
44299,2022-04,JOO SENG WAREHOUSE,UPPER ALJUNIED LINK,Toa Payoh,Resale,"$1,480,000 ","$7,551 ",196,Freehold,4/14/2022,Warehouse,Strata,Non-First Floor,Central Region,36,13,,,,,,,,,
44300,2022-04,WEST CONNECT BUILDING,BUROH STREET,Boon Lay,Resale,"$510,000 ","$3,168 ",161,30 yrs from 29/04/2013,4/14/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
44301,2022-04,UBI TECHPARK,UBI CRESCENT,Geylang,Resale,"$1,362,420 ","$4,682 ",291,60 yrs from 05/07/1997,4/14/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
44302,2022-04,WEST CONNECT BUILDING,BUROH STREET,Boon Lay,Resale,"$493,000 ","$3,062 ",161,30 yrs from 29/04/2013,4/14/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
44303,2022-04,CARROS CENTRE,JALAN LAM HUAT,Sungei Kadut,Resale,"$1,014,000 ","$6,459 ",157,Freehold,4/14/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
44304,2022-04,CARROS CENTRE,JALAN LAM HUAT,Sungei Kadut,Resale,"$1,098,000 ","$6,459 ",170,Freehold,4/14/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
44305,2022-04,A'POSH BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$690,000 ","$5,948 ",116,60 yrs from 26/08/2010,4/14/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
44306,2022-04,SHUN LI INDUSTRIAL PARK,KAKI BUKIT AVENUE 1,Bedok,Resale,"$968,000 ","$4,102 ",236,60 yrs from 30/10/1996,4/14/2022,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
44307,2022-04,PIONEER POINT,SOON LEE STREET,Jurong West,Resale,"$425,000 ","$3,795 ",112,30 yrs from 17/10/2011,4/14/2022,Multiple-User Factory,Strata,First Floor,West Region,62,22,,,,,,,,,
44308,2022-04,VERTEX,UBI AVENUE 3,Geylang,Resale,"$710,500 ","$5,383 ",132,60 yrs from 01/01/2007,4/14/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
44279,2022-04,OXLEY BIZHUB,UBI ROAD 1,Geylang,Resale,"$780,000 ","$4,432 ",176,60 yrs from 15/11/2010,4/13/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
44280,2022-04,PIONEER POINT,SOON LEE STREET,Jurong West,Resale,"$280,000 ","$3,111 ",90,30 yrs from 17/10/2011,4/13/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
44281,2022-04,ENTREPRENEUR BUSINESS CENTRE,KAKI BUKIT ROAD 3,Bedok,Resale,"$760,000 ","$2,695 ",282,60 yrs from 09/01/1995,4/13/2022,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
44282,2022-04,A'POSH BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$510,000 ","$5,604 ",91,60 yrs from 26/08/2010,4/13/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
44283,2022-04,LIPO BUILDING,ALJUNIED ROAD,Geylang,Resale,"$1,060,000 ","$10,707 ",99,Freehold,4/13/2022,Multiple-User Factory,Strata,First Floor,Central Region,38,14,,,,,,,,,
44284,2022-04,VERTEX,UBI AVENUE 3,Geylang,Resale,"$820,000 ","$5,093 ",161,60 yrs from 01/01/2007,4/13/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
44285,2022-04,LOYANG ENTERPRISE BUILDING,LOYANG WAY,Pasir Ris,Resale,"$1,770,000 ","$2,249 ",787,30 yrs from 04/09/2013,4/13/2022,Multiple-User Factory,Strata,First Floor,East Region,50,17,,,,,,,,,
44286,2022-04,WEST CONNECT BUILDING,BUROH STREET,Boon Lay,Resale,"$552,000 ","$3,366 ",164,30 yrs from 29/04/2013,4/13/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
44287,2022-04,WEST CONNECT BUILDING,BUROH STREET,Boon Lay,Resale,"$541,000 ","$3,360 ",161,30 yrs from 29/04/2013,4/13/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
44288,2022-04,WEST CONNECT BUILDING,BUROH STREET,Boon Lay,Resale,"$880,000 ","$3,359 ",262,30 yrs from 29/04/2013,4/13/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
44289,2022-04,WEST CONNECT BUILDING,BUROH STREET,Boon Lay,Resale,"$562,800 ","$3,496 ",161,30 yrs from 29/04/2013,4/13/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
44290,2022-04,TUAS TECHPARK,TECH PARK CRESCENT,Tuas,Resale,"$4,410,000 ","$4,760 ",926,60 yrs from 18/08/1993,4/13/2022,Single-User Factory,Land,-,West Region,63,22,,,,,,,,,
44291,2022-04,ARK@GAMBAS,GAMBAS CRESCENT,Sembawang,Resale,"$638,000 ","$4,013 ",159,60 yrs from 20/02/2012,4/13/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
44266,2022-04,BIZTECH CENTRE,ALJUNIED ROAD,Geylang,Resale,"$900,000 ","$10,112 ",89,Freehold,4/12/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,38,14,,,,,,,,,
44267,2022-04,SYNERGY @ KB,KAKI BUKIT ROAD 4,Bedok,Resale,"$430,000 ","$3,162 ",136,30 yrs from 20/01/2012,4/12/2022,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
44268,2022-04,NOVELTY BIZCENTRE,HOWARD ROAD,Toa Payoh,Resale,"$1,800,000 ","$10,588 ",170,Freehold,4/12/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,36,13,,,,,,,,,
44269,2022-04,WEST CONNECT BUILDING,BUROH STREET,Boon Lay,Resale,"$739,200 ","$3,360 ",220,30 yrs from 29/04/2013,4/12/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
44270,2022-04,ARK@GAMBAS,GAMBAS CRESCENT,Sembawang,Resale,"$1,160,000 ","$3,766 ",308,60 yrs from 20/02/2012,4/12/2022,Multiple-User Factory,Strata,First Floor,North Region,75,27,,,,,,,,,
44271,2022-04,WCEGA PLAZA,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$700,000 ","$2,917 ",240,60 yrs from 13/03/1997,4/12/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
44272,2022-04,ONE COMMONWEALTH,COMMONWEALTH LANE,Queenstown,Resale,"$409,000 ","$3,098 ",132,30 yrs from 01/03/2008,4/12/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,14,3,,,,,,,,,
44273,2022-04,ONE COMMONWEALTH,COMMONWEALTH LANE,Queenstown,Resale,"$409,000 ","$3,075 ",133,30 yrs from 01/03/2008,4/12/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,14,3,,,,,,,,,
44274,2022-04,NORTH LINK BUILDING,ADMIRALTY STREET,Sembawang,Resale,"$1,030,000 ","$2,137 ",482,60 yrs from 09/10/1999,4/12/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
44275,2022-04,E-CENTRE @ REDHILL,JALAN BUKIT MERAH,Bukit Merah,Resale,"$680,000 ","$7,010 ",97,99 yrs from 01/07/1962,4/12/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,15,3,,,,,,,,,
44276,2022-04,NORTH SPRING BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$718,888 ","$4,958 ",145,60 yrs from 01/02/2011,4/12/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
44277,2022-04,NORTH SPRING BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$688,000 ","$4,811 ",143,60 yrs from 01/02/2011,4/12/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
44278,2022-04,NORTH SPRING BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$688,000 ","$4,811 ",143,60 yrs from 01/02/2011,4/12/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
44261,2022-04,SENOKO INDUSTRIAL ESTATE,SENOKO WAY,Sembawang,Resale,"$9,400,000 ","$1,526 ",6160,20 yrs from 11/06/2022,4/11/2022,Single-User Factory,Land,-,North Region,75,27,,,,,,,,,
44262,2022-04,OXLEY BIZHUB,UBI ROAD 1,Geylang,Resale,"$680,000 ","$6,869 ",99,60 yrs from 15/11/2010,4/11/2022,Warehouse,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
44263,2022-04,ARK@GAMBAS,GAMBAS CRESCENT,Sembawang,Resale,"$1,180,000 ","$3,711 ",318,60 yrs from 20/02/2012,4/11/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
44264,2022-04,GORDON INDUSTRIAL BUILDING,EUNOS AVENUE 3,Geylang,Resale,"$512,000 ","$2,381 ",215,60 yrs from 23/07/1981,4/11/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
44265,2022-04,PREMIER @ KAKI BUKIT,KAKI BUKIT AVENUE 4,Bedok,Resale,"$1,220,000 ","$3,609 ",338,60 yrs from 15/12/2010,4/11/2022,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
44251,2022-04,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$1,245,000 ","$9,881 ",126,60 yrs from 23/01/2008,4/8/2022,Multiple-User Factory,Strata,First Floor,Central Region,57,20,,,,,,,,,
44252,2022-04,THE ELITIST,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$461,000 ","$5,554 ",83,60 yrs from 13/03/1997,4/8/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
44253,2022-04,NORTH SPRING BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$816,666 ","$5,711 ",143,60 yrs from 01/02/2011,4/8/2022,Multiple-User Factory,Strata,First Floor,North Region,76,27,,,,,,,,,
44254,2022-04,NORTH SPRING BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$816,666 ","$5,711 ",143,60 yrs from 01/02/2011,4/8/2022,Multiple-User Factory,Strata,First Floor,North Region,76,27,,,,,,,,,
44255,2022-04,NORTH SPRING BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$816,668 ","$5,711 ",143,60 yrs from 01/02/2011,4/8/2022,Multiple-User Factory,Strata,First Floor,North Region,76,27,,,,,,,,,
44256,2022-04,OXLEY BIZHUB,UBI ROAD 1,Geylang,Resale,"$620,000 ","$6,739 ",92,60 yrs from 15/11/2010,4/8/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
44257,2022-04,UB. ONE,UBI AVENUE 4,Geylang,Resale,"$750,000 ","$6,198 ",121,60 yrs from 31/12/2008,4/8/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
44258,2022-04,HARVEST @ WOODLANDS,WOODLANDS INDUSTRIAL PARK E5,Woodlands,Resale,"$760,330 ","$4,066 ",187,60 yrs from 05/10/2009,4/8/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
44259,2022-04,HARVEST @ WOODLANDS,WOODLANDS INDUSTRIAL PARK E5,Woodlands,Resale,"$719,670 ","$4,066 ",177,60 yrs from 05/10/2009,4/8/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
44260,2022-04,WIN 5,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$545,000 ","$2,026 ",269,26 yrs from 12/12/2015,4/8/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
44242,2022-04,CITITECH INDUSTRIAL BUILDING,ALJUNIED ROAD,Geylang,Resale,"$1,112,160 ","$9,042 ",123,Freehold,4/7/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,38,14,,,,,,,,,
44243,2022-04,UBI TECHPARK,UBI CRESCENT,Geylang,Resale,"$470,000 ","$5,732 ",82,60 yrs from 05/07/1997,4/7/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
44244,2022-04,LOYANG INDUSTRIAL ESTATE,LOYANG LANE,Pasir Ris,Resale,"$9,800,000 ","$1,407 ",6963,30+28 yrs from 16/07/1994,4/7/2022,Single-User Factory,Land,-,East Region,50,17,,,,,,,,,
44245,2022-04,SYNERGY @ KB,KAKI BUKIT ROAD 4,Bedok,Resale,"$413,413 ","$3,230 ",128,30 yrs from 20/01/2012,4/7/2022,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
44246,2022-04,UB. ONE,UBI AVENUE 4,Geylang,Resale,"$1,080,000 ","$8,244 ",131,60 yrs from 31/12/2008,4/7/2022,Warehouse,Strata,First Floor,Central Region,40,14,,,,,,,,,
44247,2022-04,UBI CENTRE,UBI AVENUE 1,Geylang,Resale,"$440,000 ","$5,500 ",80,60 yrs from 10/03/1997,4/7/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
44248,2022-04,ZERVEX,UBI ROAD 2,Geylang,Resale,"$520,020 ","$7,223 ",72,60 yrs from 30/06/2008,4/7/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
44249,2022-04,WESTVIEW FOOD FACTORY,TUAS BAY WALK,Tuas,Resale,"$760,000 ","$4,086 ",186,30 yrs from 22/07/2013,4/7/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
44250,2022-04,WCEGA TOWER,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$485,000 ","$5,449 ",89,60 yrs from 13/03/1997,4/7/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
44235,2022-04,WOODLANDS 11,WOODLANDS CLOSE,Woodlands,Resale,"$745,000 ","$4,382 ",170,60 yrs from 05/07/2010,4/6/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
44236,2022-04,WCEGA PLAZA,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$650,000 ","$2,686 ",242,60 yrs from 13/03/1997,4/6/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
44237,2022-04,SHINE@TUAS SOUTH,TUAS SOUTH LINK 1,Tuas,Resale,"$730,000 ","$3,395 ",215,30 yrs from 06/01/2015,4/6/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
44238,2022-04,THE ALEXCIER,ALEXANDRA ROAD,Bukit Merah,Resale,"$190,000 ","$2,879 ",66,30 yrs from 12/12/2005,4/6/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,15,3,,,,,,,,,
44239,2022-04,WEST CONNECT BUILDING,BUROH STREET,Boon Lay,Resale,"$471,000 ","$2,925 ",161,30 yrs from 29/04/2013,4/6/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
44240,2022-04,PROXIMA@GAMBAS,GAMBAS CRESCENT,Sembawang,Resale,"$400,000 ","$2,424 ",165,30 yrs from 25/11/2014,4/6/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
44241,2022-04,UNI-TECH CENTRE,TOH GUAN ROAD EAST,Clementi,Resale,"$750,000 ","$2,586 ",290,60 yrs from 01/12/1997,4/6/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,60,22,,,,,,,,,
44223,2022-04,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$725,000 ","$5,492 ",132,60 yrs from 23/01/2008,4/5/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
44224,2022-04,WEST STAR,TUAS BAY CLOSE,Tuas,Resale,"$530,000 ","$2,611 ",203,30 yrs from 07/08/2013,4/5/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
44225,2022-04,WEST CONNECT BUILDING,BUROH STREET,Boon Lay,Resale,"$448,000 ","$2,732 ",164,30 yrs from 29/04/2013,4/5/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
44226,2022-04,KAKI BUKIT INDUSTRIAL PARK,KAKI BUKIT INDUSTRIAL TERRACE,Bedok,Resale,"$2,139,000 ","$9,763 ",219,60 yrs from 09/01/1995,4/5/2022,Single-User Factory,Land,-,East Region,41,14,,,,,,,,,
44227,2022-04,LINK@AMK,ANG MO KIO STREET 62,Ang Mo Kio,Resale,"$918,000 ","$4,590 ",200,60 yrs from 28/06/2011,4/5/2022,Multiple-User Factory,Strata,Non-First Floor,North-East Region,56,20,,,,,,,,,
44228,2022-04,WINTECH CENTRE,UBI ROAD 1,Geylang,Resale,"$780,000 ","$4,588 ",170,60 yrs from 05/07/1997,4/5/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
44229,2022-04,KAPO FACTORY BUILDING,PLAYFAIR ROAD,Toa Payoh,Resale,"$1,800,000 ","$8,072 ",223,Freehold,4/5/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,36,13,,,,,,,,,
44230,2022-04,MEGA@WOODLANDS,WOODLANDS CLOSE,Woodlands,Resale,"$713,000 ","$4,295 ",166,30 yrs from 29/09/2014,4/5/2022,Multiple-User Factory,Strata,First Floor,North Region,73,25,,,,,,,,,
44231,2022-04,NOVELTY BIZCENTRE,HOWARD ROAD,Toa Payoh,Resale,"$1,608,000 ","$9,295 ",173,Freehold,4/5/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,36,13,,,,,,,,,
44232,2022-04,KEWALRAM HOUSE,JALAN KILANG TIMOR,Bukit Merah,Resale,"$980,000 ","$4,623 ",212,99 yrs from 01/01/1961,4/5/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,15,3,,,,,,,,,
44233,2022-04,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$688,000 ","$5,733 ",120,60 yrs from 23/01/2008,4/5/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
44234,2022-04,UBI TECHPARK,UBI CRESCENT,Geylang,Resale,"$655,000 ","$5,038 ",130,60 yrs from 05/07/1997,4/5/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
44215,2022-04,WOODLANDS BIZHUB,WOODLANDS INDUSTRIAL PARK E5,Woodlands,Resale,"$428,000 ","$4,920 ",87,57 yrs from 09/04/2011,4/4/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
44216,2022-04,8B @ ADMIRALTY,ADMIRALTY STREET,Sembawang,Resale,"$570,000 ","$3,314 ",172,60 yrs from 09/10/2000,4/4/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
44217,2022-04,CT HUB 2,LAVENDER STREET,Kallang,Resale,"$926,640 ","$10,651 ",87,63 yrs from 12/01/2012,4/4/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,33,12,,,,,,,,,
44218,2022-04,CT HUB 2,LAVENDER STREET,Kallang,Resale,"$1,001,880 ","$10,658 ",94,63 yrs from 12/01/2012,4/4/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,33,12,,,,,,,,,
44219,2022-04,LAM SOON INDUSTRIAL BUILDING,HILLVIEW AVENUE,Bukit Batok,Resale,"$1,285,000 ","$8,344 ",154,Freehold,4/4/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,66,23,,,,,,,,,
44220,2022-04,NORDCOM ONE,GAMBAS CRESCENT,Sembawang,Resale,"$423,720 ","$2,699 ",157,30 yrs from 20/01/2014,4/4/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
44221,2022-04,NORTH LINK BUILDING,ADMIRALTY STREET,Sembawang,Resale,"$975,000 ","$2,023 ",482,60 yrs from 09/10/1999,4/4/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
44222,2022-04,NORTH LINK BUILDING,ADMIRALTY STREET,Sembawang,Resale,"$975,000 ","$2,023 ",482,60 yrs from 09/10/1999,4/4/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
44205,2022-04,GEMINI @ SIMS,SIMS CLOSE,Geylang,Resale,"$2,500,000 ","$8,306 ",301,Freehold,4/1/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,38,14,,,,,,,,,
44206,2022-04,LIBERTY WAREHOUSE,TAGORE LANE,Ang Mo Kio,Resale,"$1,400,008 ","$7,487 ",187,Freehold,4/1/2022,Warehouse,Strata,Non-First Floor,North-East Region,78,26,,,,,,,,,
44207,2022-04,PRIMZ BIZHUB,WOODLANDS CLOSE,Woodlands,Resale,"$625,000 ","$5,081 ",123,60 yrs from 27/09/2011,4/1/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
44208,2022-04,SHINE@TUAS SOUTH,TUAS SOUTH LINK 1,Tuas,Resale,"$567,890 ","$2,641 ",215,30 yrs from 06/01/2015,4/1/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
44209,2022-04,SINDO INDUSTRIAL ESTATE,TAGORE LANE,Ang Mo Kio,Resale,"$8,800,000 ","$17,440 ",505,Freehold,4/1/2022,Warehouse,Land,-,North-East Region,78,26,,,,,,,,,
44210,2022-04,THE ALEXCIER,ALEXANDRA ROAD,Bukit Merah,Resale,"$245,000 ","$3,712 ",66,30 yrs from 12/12/2005,4/1/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,15,3,,,,,,,,,
44211,2022-04,TUAS LOT,TUAS AVENUE 11,Tuas,Resale,"$440,000 ","$1,250 ",352,30 yrs from 15/02/2008,4/1/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
44212,2022-04,WEST CONNECT BUILDING,BUROH STREET,Boon Lay,Resale,"$520,800 ","$3,235 ",161,30 yrs from 29/04/2013,4/1/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
44213,2022-04,WEST CONNECT BUILDING,BUROH STREET,Boon Lay,Resale,"$520,800 ","$3,235 ",161,30 yrs from 29/04/2013,4/1/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
44214,2022-04,,WOODLANDS INDUSTRIAL PARK E1,Woodlands,Resale,"$720,000 ","$2,517 ",286,60 yrs from 09/01/1995,4/1/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
44196,2022-03,AZ @ PAYA LEBAR,PAYA LEBAR ROAD,Geylang,Resale,"$2,277,000 ","$14,980 ",152,Freehold,3/31/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
44197,2022-03,CITRINE FOODLAND @ 33 KIM CHUAN,KIM CHUAN DRIVE,Hougang,New Sale,"$3,680,000 ","$11,051 ",333,Freehold,3/31/2022,Multiple-User Factory,Strata,Non-First Floor,North-East Region,53,19,,,,,,,,,
44198,2022-03,MULTI-WIDE INDUSTRIAL BUILDING,MANDAI ESTATE,Sungei Kadut,Resale,"$600,000 ","$5,882 ",102,Freehold,3/31/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,72,25,,,,,,,,,
44199,2022-03,NORTH LINK BUILDING,ADMIRALTY STREET,Sembawang,Resale,"$975,000 ","$2,023 ",482,60 yrs from 09/10/1999,3/31/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
44200,2022-03,PREMIER @ KAKI BUKIT,KAKI BUKIT AVENUE 4,Bedok,Resale,"$1,238,888 ","$4,378 ",283,60 yrs from 15/12/2010,3/31/2022,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
44201,2022-03,ZERVEX,UBI ROAD 2,Geylang,Resale,"$620,000 ","$4,882 ",127,60 yrs from 30/06/2008,3/31/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
44202,2022-03,WEST CONNECT BUILDING,BUROH STREET,Boon Lay,Resale,"$429,000 ","$2,665 ",161,30 yrs from 29/04/2013,3/31/2022,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
44203,2022-03,PAYA UBI INDUSTRIAL PARK,UBI AVENUE 1,Geylang,Resale,"$1,688,000 ","$2,727 ",619,60 yrs from 10/03/1997,3/31/2022,Multiple-User Factory,Strata,First Floor,Central Region,40,14,,,,,,,,,
44204,2022-03,NORTH VIEW BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$448,000 ","$2,748 ",163,30 yrs from 28/12/2012,3/31/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
44187,2022-03,ELITE INDUSTRIAL BUILDING II,TANNERY LANE,Geylang,Resale,"$2,124,615 ","$7,481 ",284,Freehold,3/30/2022,Warehouse,Strata,Non-First Floor,Central Region,34,13,,,,,,,,,
44188,2022-03,THE CRESCENT @ KALLANG,KALLANG PUDDING ROAD,Geylang,Resale,"$580,000 ","$6,591 ",88,60 yrs from 06/03/2009,3/30/2022,Multiple-User Factory,Strata,Non-First Floor,Central Region,34,13,,,,,,,,,
44189,2022-03,THE SPLENDOUR,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$2,300,000 ","$2,857 ",805,60 yrs from 13/03/1997,3/30/2022,Multiple-User Factory,Strata,First Floor,West Region,65,23,,,,,,,,,
44190,2022-03,WCEGA PLAZA,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$1,230,000 ","$4,767 ",258,60 yrs from 13/03/1997,3/30/2022,Warehouse,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
44191,2022-03,WOODLANDS HORIZON,WOODLANDS CLOSE,Woodlands,Resale,"$639,000 ","$3,994 ",160,60 yrs from 29/02/2012,3/30/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
44192,2022-03,FOODFAB@MANDAI,MANDAI ESTATE,Sungei Kadut,New Sale,"$2,389,000 ","$13,809 ",173,Freehold,3/30/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,72,25,,,,,,,,,
44193,2022-03,NORTH SPRING BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$660,000 ","$4,459 ",148,60 yrs from 01/02/2011,3/30/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
44194,2022-03,PROXIMA@GAMBAS,GAMBAS CRESCENT,Sembawang,Resale,"$428,000 ","$2,503 ",171,30 yrs from 25/11/2014,3/30/2022,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
